gene_name         0h    12h    24h    48h    96h 
PRDM10            71.6   79.0   79.0   66.8   27.8 
APLP2             34.5   40.4   41.5   33.2   14.1 
ST14               9.5    2.0    0.4    0.0    0.0 
ZBTB44            35.7   46.6   48.2   50.6   32.6 
ADAMTS8           16.7   20.7   21.5   19.4    6.4 
ADAMTS15          15.6   10.7    6.2    1.8    0.1 
SNX19             25.5   25.8   22.5   15.9    3.5 
NTM               38.7   55.2   61.7   75.5   66.9 
OPCML              3.0    1.5    0.8    0.1    0.0 
SPATA19            5.5    4.0    2.5    0.7    0.0 
IGSF9B           160.2   35.8    7.2    0.2    0.0 
JAM3              10.8    5.4    2.4    0.4    0.0 
NCAPD3            53.1   40.7   27.8    9.3    0.7 
VPS26B            46.2   29.8   18.4    6.4    0.4 
THYN1             34.5   18.9   10.9    2.9    0.1 
ACAD8             16.1   22.8   26.5   28.7   22.7 
GLB1L3            19.2   11.8    6.4    1.4    0.0 
GLB1L2            11.7   10.0    8.5    3.7    0.5 
B3GAT1            46.8   33.3   24.1    8.9    1.0 
TUBB8            290.0  490.5  721.0 1256.9 2595.0 
ZMYND11           10.0    3.4    1.0    0.1    0.0 
DIP2C             58.3   61.4   52.7   29.6    7.4 
PRR26             23.4   16.9   10.9    3.6    0.2 
LARP4B            10.0    1.7    0.4    0.0    0.0 
GTPBP4             9.6    7.8    6.0    2.7    0.3 
IDI2              14.6    6.3    2.2    0.2    0.0 
IDI1              15.8   14.5   11.9    7.3    1.5 
WDR37              9.8    2.8    0.5    0.0    0.0 
ADARB2           100.9  126.1  164.3  167.8  149.1 
PFKP              15.6   19.4   20.1   23.9   13.4 
PITRM1           244.6  300.9  289.6  229.4  109.8 
KLF6              71.4   74.9   53.1   25.3    3.7 
AKR1E2            10.9    8.7    6.3    2.2    0.2 
AKR1C1            48.5   43.0   33.1   15.4    1.6 
AKR1C2            55.0   64.5   66.7   49.1   17.3 
AKR1C3            23.9   29.7   30.5   24.5   10.4 
AKR1C4            11.6    3.6    1.0    0.1    0.0 
UCN3             289.2  321.5  414.9  391.5  230.2 
TUBAL3            79.9  112.8  118.6   97.7   44.7 
NET1              65.0   97.8  121.1  127.7   95.1 
CALML5           330.3  335.3  353.6  270.3  101.1 
CALML3           151.7  194.7  212.2  312.8  325.6 
ASB13             52.5   75.6   97.9  121.8  109.8 
FAM208B           16.4   16.3   12.9    8.3    1.7 
GDI2              19.6   19.7   18.6   13.4    3.6 
ANKRD16            8.0    4.5    2.1    0.4    0.0 
FBXO18           638.6  533.3  437.1  181.8   25.5 
IL15RA            19.8   14.9   10.4    4.4    0.4 
IL2RA            164.3  191.3  195.0  158.7   59.9 
RBM17             12.8    7.3    3.7    0.8    0.0 
PFKFB3           226.4  272.0  273.5  224.0   90.5 
PRKCQ             31.4   34.8   36.9   27.2   11.6 
SFMBT2            58.9   29.6   12.1    1.9    0.0 
ITIH5             31.2   37.2   39.5   35.8   16.7 
ITIH2             33.5   38.4   38.6   32.1   12.3 
KIN               31.3   47.2   62.9   75.0   75.1 
ATP5C1            21.7   24.6   21.8   14.9    4.1 
TAF3              82.3   58.7   35.8   11.4    0.7 
GATA3             10.4    8.8    6.5    3.6    0.4 
CELF2             27.2   24.4   16.0    8.7    1.1 
USP6NL            53.5   18.8    6.6    0.5    0.0 
ECHDC3            65.4   26.0    9.3    1.0    0.0 
PROSER2            9.6    3.8    1.5    0.2    0.0 
UPF2              21.6    8.0    2.7    0.3    0.0 
DHTKD1            82.9  102.7   97.4   83.9   43.1 
SEC61A2            8.4    4.1    1.7    0.2    0.0 
NUDT5              8.9    1.6    0.3    0.0    0.0 
CDC123            12.1    8.4    4.8    1.4    0.1 
CAMK1D           166.1  146.9  163.0  109.2   30.4 
CCDC3             71.5   76.8   78.4   52.3   15.8 
OPTN              14.6   15.7   16.6   14.4    6.3 
MCM10             49.4   51.9   59.2   58.6   32.3 
UCMA              12.6    9.1    5.8    1.9    0.1 
PHYH               5.3    1.3    0.3    0.0    0.0 
SEPHS1            66.3   21.4    5.9    0.4    0.0 
BEND7             23.8   24.1   19.2   10.2    1.5 
PRPF18            30.9   13.9    5.0    0.6    0.0 
RP11-295P9.13     16.6    5.0    1.3    0.1    0.0 
FRMD4A            51.1    7.4    0.8    0.0    0.0 
FAM107B            7.8    5.8    3.4    1.1    0.1 
CDNF               5.8    6.1    5.9    4.7    1.4 
HSPA14            19.7   15.2    9.6    3.6    0.3 
SUV39H2          208.8  143.0   87.2   24.0    1.1 
DCLRE1C           10.5    4.2    2.0    0.2    0.0 
MEIG1            117.6  188.2  277.1  453.3  729.5 
OLAH               6.8    2.9    1.3    0.2    0.0 
ACBD7              7.2    5.3    3.7    1.4    0.1 
RPP38             74.5   81.0   61.2   35.3    5.5 
NMT2               3.1    0.7    0.2    0.0    0.0 
FAM171A1          10.9   12.9   12.4   10.4    4.1 
ITGA8             66.0   91.2   96.6   96.9   83.4 
FAM188A           80.3   38.0   17.1    2.9    0.0 
PTER              67.6   32.0   13.5    1.9    0.0 
C1QL3             60.9   66.8   59.6   39.6   10.6 
RSU1              76.4   94.2  111.7  107.9   61.8 
CUBN              37.7   28.4   23.9    9.5    1.1 
TRDMT1             4.1    1.9    0.7    0.1    0.0 
VIM                5.4    1.1    0.2    0.0    0.0 
ST8SIA6            5.8    5.3    3.6    1.5    0.1 
HACD1             19.2   16.6   11.0    4.7    0.4 
STAM              43.8   54.0   46.1   37.1   11.8 
TMEM236           33.4   21.1   12.5    3.6    0.1 
MRC1              25.5   13.1    5.2    0.8    0.0 
SLC39A12          16.7    8.2    2.8    0.3    0.0 
CACNB2             8.0    2.7    0.8    0.1    0.0 
NSUN6            114.8  170.0  168.0  165.5   82.5 
ARL5B             66.3   90.1   82.4   86.4   47.3 
MALRD1            59.6   73.4   90.4  116.8  103.9 
PLXDC2             8.4    1.8    0.3    0.0    0.0 
NEBL              72.1   50.3   25.4    7.9    0.3 
C10orf113         12.0    3.0    0.9    0.0    0.0 
CASC10            36.5   39.2   36.1   24.9    7.3 
SKIDA1            34.7   36.8   44.4   38.2   14.2 
MLLT10             6.7    2.6    0.9    0.1    0.0 
DNAJC1            53.2   47.3   33.0   13.4    1.6 
EBLN1             18.6   22.2   19.2   10.3    2.5 
COMMD3            18.9   21.7   21.7   16.4    6.2 
COMMD3-BMI1        8.5    2.6    0.8    0.1    0.0 
BMI1              38.9   20.4    7.7    1.1    0.0 
SPAG6             45.9   49.7   54.5   45.0   15.9 
PIP4K2A          304.4  299.9  244.7  166.0   31.2 
ARMC3             63.6   70.2   67.7   44.1   12.9 
MSRB2             74.5   53.1   33.4   10.5    0.7 
PTF1A             22.9   25.2   26.2   24.0   12.1 
C10orf67         240.0  280.9  312.3  266.8  155.9 
OTUD1             30.1   32.0   31.1   22.7    7.3 
KIAA1217          74.5   86.9   85.4   64.8   26.7 
ARHGAP21           8.1    5.9    4.0    1.6    0.1 
PRTFDC1           25.0   13.4    6.8    1.3    0.0 
ENKUR             31.8   22.3   12.9    3.9    0.2 
THNSL1            26.8    6.2    1.2    0.0    0.0 
GPR158            11.0    9.9    7.5    3.6    0.5 
MYO3A              9.2    3.8    1.4    0.1    0.0 
GAD2               6.7    4.0    2.1    0.5    0.0 
APBB1IP           83.3  105.9  113.1  116.4   77.7 
PDSS1            357.9  221.2  140.4   47.7    3.6 
ABI1              15.8   13.5    9.9    4.6    0.6 
ANKRD26           17.3   14.3    9.6    3.9    0.4 
YME1L1            26.6   28.9   27.4   17.1    5.2 
MASTL             30.1   30.1   25.2   12.8    2.6 
ACBD5            239.7  156.4   88.7   23.4    0.9 
PTCHD3             5.7    3.0    1.4    0.3    0.0 
RAB18              9.2    5.2    2.9    0.5    0.0 
MKX               42.5   44.5   40.9   28.3    8.4 
ARMC4             16.3    4.2    1.1    0.1    0.0 
MPP7               7.7    8.7    8.9    6.3    2.6 
WAC              127.6   96.2   70.0   25.9    2.0 
BAMBI             27.9   14.4    8.3    2.1    0.1 
LYZL1            216.6  139.0  103.5   40.7    3.2 
SVIL             160.6  112.7   69.1   22.0    1.4 
KIAA1462          27.9   17.7   12.4    3.6    0.2 
MTPAP             26.0   20.2   13.6    5.3    0.4 
MAP3K8             7.4    5.8    3.6    1.3    0.1 
LYZL2             16.6    5.4    1.7    0.1    0.0 
ZNF438            11.8    6.8    3.1    0.6    0.0 
ZEB1              25.5   16.5    8.4    2.0    0.1 
ARHGAP12          40.1   24.2   12.1    2.8    0.1 
KIF5B             20.6    9.7    5.1    0.8    0.0 
EPC1             107.6  115.5   96.5   63.2   17.6 
CCDC7             23.6   30.8   41.3   60.7   88.7 
AL356053.1        12.4    5.1    2.0    0.2    0.0 
ITGB1             19.1   17.4   12.9    6.1    0.7 
NRP1              39.6   45.0   52.0   52.6   28.3 
PARD3             12.2    7.8    4.2    1.0    0.0 
CUL2               4.7    2.6    1.5    0.3    0.0 
CREM               4.8    0.9    0.1    0.0    0.0 
CCNY              48.5   52.8   57.7   51.6   20.3 
GJD4               9.8   13.2   16.8   20.1   15.8 
FZD8             107.0   92.9   66.5   30.2    3.8 
ANKRD30A         126.5  146.3  141.7  113.6   42.6 
MTRNR2L7          39.8   28.0   18.5    6.6    0.5 
AL135791.1        14.0    8.7    5.3    1.5    0.1 
ZNF248           465.6  648.1  784.8  885.4  723.5 
ZNF25             30.5   50.7   59.1   88.6  104.6 
ZNF33A            31.9   41.5   45.2   42.6   24.9 
ZNF37A             8.5    6.7    4.4    1.8    0.1 
ZNF33B            17.2   12.1    9.1    3.4    0.3 
BMS1             103.7  105.0   84.9   40.8    7.5 
RET               13.6   12.3   10.1    5.2    0.7 
CSGALNACT2       591.2  895.7 1200.1 1818.1 2562.3 
RASGEF1A          66.8   73.6   64.1   45.4   12.7 
FXYD4             22.2   11.6    5.3    1.0    0.0 
HNRNPF            27.3   21.0   17.9    8.6    1.1 
ZNF487           195.3  238.8  247.6  248.1  117.4 
ZNF239            54.6   19.9    7.1    0.6    0.0 
ZNF485            77.2   44.8   25.7    5.0    0.2 
ZNF32             13.9    8.9    5.7    1.6    0.1 
C10orf142        125.1   85.6   53.0   14.2    0.7 
CXCL12            37.4   61.3   85.6  143.9  244.9 
TMEM72            17.0   17.9   14.5    9.0    1.7 
RASSF4            22.8   17.9   12.9    6.1    0.9 
C10orf10          22.8   11.0    3.8    0.5    0.0 
ZNF22             34.3   19.2    9.7    2.1    0.1 
OR13A1            12.0   14.4   17.4   18.4   13.0 
ALOX5             10.6    4.6    1.9    0.2    0.0 
8-Mar             77.0  124.3  153.5  236.4  363.3 
ZFAND4            83.2  119.0  165.2  263.0  460.6 
FAM21C             9.6   11.9   15.2   14.4    9.8 
AGAP4             81.3  120.7  124.8  131.2   77.5 
TIMM23            44.5   21.2   12.2    2.0    0.0 
NCOA4             12.1    3.7    0.9    0.1    0.0 
MSMB             134.1  159.4  191.6  144.1   68.8 
ANTXRL            10.4   11.7   11.9    9.5    3.3 
AGAP14P            4.5    3.4    2.3    0.8    0.1 
ANXA8L1           11.6    4.1    1.3    0.1    0.0 
NPY4R              3.9    2.4    1.3    0.2    0.0 
GPRIN2            18.9   14.7   11.5    5.5    0.7 
SYT15             89.2   98.5   94.9   66.1   19.4 
PTPN20            35.3   53.9   61.1   78.9   79.4 
GDF10             30.7   53.3   75.7  133.1  269.9 
GDF2               2.8    1.6    0.8    0.2    0.0 
RBP3              56.0   34.7   22.0    6.6    0.3 
ZNF488            67.4   52.7   37.6   12.5    1.0 
ANXA8             17.6   16.2   13.1    6.7    0.9 
FAM25G            46.9   55.7   62.9   52.3   30.0 
AGAP9            113.0   90.4   54.7   22.9    2.0 
ABC7-42404400C24.1    7.1    6.6    5.1    2.4    0.4 
CH17-360D5.1       6.7    0.6    0.0    0.0    0.0 
FAM25C            23.3   24.7   22.7   16.9    5.1 
FRMPD2             4.6    4.1    3.5    2.2    0.5 
MAPK8              4.9    1.9    0.8    0.1    0.0 
ARHGAP22           1.6    0.1    0.0    0.0    0.0 
WDFY4             21.4   19.0   15.4    7.7    1.4 
LRRC18            14.7    9.9    5.6    1.7    0.1 
VSTM4             19.9   21.2   20.7   14.9    6.8 
FAM170B           65.0   96.3  109.6  126.5  115.4 
C10orf128         92.5   99.7  101.3   63.8   19.2 
C10orf71          55.4   45.2   32.1   15.2    2.0 
DRGX              12.8    2.1    0.4    0.0    0.0 
ERCC6             12.1   10.2    6.9    2.8    0.3 
PGBD3             14.9   12.2    6.6    1.9    0.1 
CHAT              61.2   17.9    4.2    0.2    0.0 
SLC18A3          384.8  619.7  889.4 1424.6 2415.3 
C10orf53          15.9    6.8    2.3    0.2    0.0 
OGDHL             13.7    6.9    3.5    0.7    0.0 
PARG              55.5   61.7   69.8   64.3   37.0 
TIMM23B           61.1   32.5   14.6    3.2    0.1 
AGAP6             15.8    3.4    0.6    0.0    0.0 
FAM21A            22.2   32.8   42.0   57.8   53.5 
ASAH2             36.7   23.1   12.7    2.8    0.1 
SGMS1             37.9   36.8   35.4   26.2    8.0 
ASAH2B            96.9  100.5   97.3   67.3   18.5 
A1CF              25.9   14.8    7.7    1.7    0.1 
PRKG1             16.4   21.0   22.1   25.2   15.9 
CSTF2T           127.8  147.8  130.3  101.7   33.4 
DKK1               2.6    2.2    1.7    0.7    0.1 
MBL2              18.2   16.3   14.4    8.2    1.6 
PCDH15          1525.6 2649.1 3788.3 6381.8 9149.7 
MTRNR2L5           5.6    4.8    3.7    1.6    0.2 
ZWINT             35.2   37.8   34.6   24.7    6.7 
IPMK               8.6    4.5    2.1    0.3    0.0 
CISD1            179.2  122.2   71.4   20.7    1.2 
UBE2D1            15.5   12.3    9.6    4.5    0.6 
TFAM              25.4   32.3   32.8   26.8   11.5 
BICC1             37.6   33.1   24.6   12.5    1.7 
PHYHIPL            5.1    5.3    4.3    2.3    0.4 
FAM13C            42.1   35.2   34.5   18.6    3.5 
SLC16A9           33.0   19.5    9.2    2.1    0.0 
MRLN              34.2   27.4   19.0    7.3    0.7 
CCDC6            272.4  359.2  493.0  669.6  654.3 
ANK3              80.7  119.7  149.2  193.7  197.4 
CDK1              24.6   41.7   51.6  102.2  195.7 
RHOBTB1            4.5    4.1    3.1    1.3    0.2 
TMEM26            15.7   17.8   18.9   15.5    6.6 
C10orf107         13.9    7.8    4.5    1.2    0.0 
ARID5B             5.4    2.5    0.9    0.1    0.0 
RTKN2             52.6   31.4   17.0    3.8    0.1 
ZNF365            15.2   12.3    8.6    3.8    0.4 
ADO               23.7   45.5   64.9  110.5  186.2 
EGR2              17.8    7.7    2.9    0.4    0.0 
NRBF2              3.8    5.3    6.0    6.9    4.6 
JMJD1C            15.2    5.5    1.6    0.1    0.0 
REEP3             11.0   10.5    8.6    4.6    0.7 
CTNNA3            25.2   12.2    6.0    0.9    0.0 
LRRTM3            91.2  102.6  103.2   86.9   33.9 
DNAJC12            1.9    1.0    0.4    0.0    0.0 
SIRT1             13.8   16.5   20.3   17.3   10.5 
HERC4             49.7   42.5   35.2   17.8    3.2 
MYPN               6.4    3.8    2.1    0.5    0.0 
ATOH7             82.1   92.1   99.8   87.5   40.2 
PBLD              21.8   13.5    9.2    2.9    0.2 
HNRNPH3          595.2  835.0 1207.2 1773.4 2238.6 
RUFY2            226.2  238.2  266.2  242.7  113.1 
DNA2              48.3   27.8   17.5    4.4    0.2 
SLC25A16           5.8    1.9    0.7    0.1    0.0 
TET1               4.1    4.1    3.7    2.6    0.8 
CCAR1              6.9    1.9    0.5    0.0    0.0 
STOX1             49.8   51.2   50.5   31.2    8.7 
DDX50             35.0   29.1   26.4   13.9    2.7 
DDX21             27.2    9.3    3.2    0.3    0.0 
KIF1BP            30.6   39.7   48.8   53.1   33.0 
SRGN             130.9  139.7  105.2   49.8    9.0 
VPS26A            17.9   12.2    6.4    1.4    0.1 
SUPV3L1            7.4    4.5    2.3    0.5    0.0 
HKDC1             13.3    7.9    3.8    0.7    0.0 
HK1               35.9   41.4   43.2   45.2   26.6 
TACR2             37.1   25.0   10.2    2.2    0.0 
TSPAN15            7.9    4.9    3.1    0.8    0.0 
NEUROG3            3.4    0.4    0.0    0.0    0.0 
C10orf35          35.7   16.0    6.5    1.0    0.0 
COL13A1           14.7    7.0    2.8    0.3    0.0 
H2AFY2            27.0   13.9    7.4    1.5    0.0 
AIFM2             18.3   14.2    8.9    2.8    0.2 
TYSND1            12.9    8.7    6.0    1.9    0.1 
SAR1A             39.8   21.7   12.8    3.2    0.1 
PPA1              35.4   31.9   23.7   14.0    2.6 
NPFFR1            20.0    9.3    4.8    0.7    0.0 
LRRC20            22.6   17.5   11.4    4.3    0.3 
EIF4EBP2          55.1   33.8   20.3    5.3    0.3 
NODAL              5.7    3.8    2.2    0.5    0.0 
PALD1             31.2   29.6   25.2   14.6    3.1 
PRF1              22.8   22.2   18.3    9.9    2.0 
ADAMTS14          15.4    6.1    2.2    0.2    0.0 
TBATA            122.9   96.5   69.1   26.1    2.8 
SGPL1              3.2    2.6    2.1    0.9    0.1 
PCBD1              1.8    0.5    0.1    0.0    0.0 
UNC5B             45.9   11.8    2.8    0.1    0.0 
SLC29A3            9.4    1.2    0.2    0.0    0.0 
CDH23            110.8  121.3  116.3   94.0   32.6 
C10orf105         38.9   43.2   54.8   43.2   20.4 
C10orf54         101.2  144.1  145.3  138.9   76.0 
PSAP              75.6   60.2   40.5   17.4    1.6 
CHST3              7.2    6.0    4.3    2.0    0.2 
SPOCK2            20.5   24.5   26.0   23.6    9.5 
ASCC1              4.4    0.5    0.1    0.0    0.0 
ANAPC16          141.0  109.0   77.3   31.8    2.9 
DDIT4             30.0   40.9   47.2   41.4   24.4 
DNAJB12           13.9   16.0   16.2   12.6    4.4 
MICU1             73.4   75.5   75.4   56.8   20.6 
MCU               84.2  128.6  191.8  278.3  374.1 
OIT3              16.5    6.7    2.7    0.3    0.0 
PLA2G12B         113.2   71.6   47.0   13.8    0.7 
P4HA1             23.0   12.7    6.0    1.0    0.0 
NUDT13            34.8   40.1   38.3   28.4    9.6 
ECD               51.1   67.4   71.5   75.0   44.1 
FAM149B1          27.0   13.6    5.7    0.9    0.0 
DNAJC9           137.8  200.7  224.0  219.5  144.1 
MRPS16            18.9    4.3    0.8    0.0    0.0 
CFAP70            43.2   57.2   67.2   76.7   68.4 
ANXA7              3.0    2.3    1.5    0.6    0.0 
MSS51             33.5   19.3   11.2    2.3    0.1 
PPP3CB             8.4    2.3    0.5    0.0    0.0 
USP54             54.7   68.2   64.9   48.7   20.7 
MYOZ1             37.7   36.1   28.5   13.4    2.2 
SYNPO2L          130.3   49.7   18.1    1.8    0.0 
AGAP5             25.8   13.4    6.8    1.4    0.0 
SEC24C            58.4   41.9   27.4   11.1    1.1 
FUT11            267.9  358.1  421.1  536.9  435.2 
CHCHD1            17.1    9.5    5.4    1.9    0.1 
ZSWIM8            54.0   52.8   53.5   36.8   14.8 
RP11-574K11.31    53.8   62.9   79.3   86.8   74.8 
NDST2             61.8   33.2   18.7    4.0    0.1 
CAMK2G             9.1    1.9    0.3    0.0    0.0 
PLAU              13.7   11.9    9.7    4.5    0.7 
C10orf55          18.8   17.2   13.2    8.2    1.5 
VCL                2.3    1.4    0.7    0.1    0.0 
AP3M1              7.0    3.8    2.5    0.7    0.0 
ADK                3.7    2.1    1.3    0.3    0.0 
KAT6B             29.1   26.6   20.9   12.2    1.8 
DUPD1             11.9    3.6    0.8    0.0    0.0 
DUSP13            70.2   41.6   20.1    3.9    0.1 
SAMD8             45.3   40.8   34.1   20.9    5.1 
VDAC2             20.2   22.9   18.9   12.0    2.9 
COMTD1            76.4  119.5  134.8  188.3  180.6 
ZNF503            42.8   16.3    5.6    0.5    0.0 
C10orf11          41.7   38.4   29.2   12.8    1.6 
AC013286.1       172.9  258.5  420.2  633.6 1109.1 
KCNMA1            17.7    9.7    5.1    1.2    0.0 
DLG5             117.1  172.2  283.8  442.1  695.2 
POLR3A            11.0   12.6   11.9   11.3    6.4 
RPS24              7.0    2.6    1.1    0.1    0.0 
ZMIZ1              7.3    5.1    3.3    0.9    0.0 
PPIF              49.6   39.9   34.4   16.2    2.5 
ZCCHC24            7.3    7.3    5.8    3.2    0.7 
EIF5AL1          392.9  430.0  435.3  300.3   85.3 
SFTPA2             4.7    2.8    1.8    0.4    0.0 
SFTPA1            42.4   15.2    4.8    0.4    0.0 
NUTM2B            65.7   87.9  107.0  141.1  212.3 
NUTM2E            20.0   12.3    6.1    1.3    0.0 
SFTPD             20.9   21.0   19.7   11.7    2.7 
TMEM254           41.2   34.9   22.2    8.0    0.7 
PLAC9              8.7    3.8    1.7    0.2    0.0 
ANXA11            64.2   54.7   37.3   15.2    1.7 
MAT1A             51.6   47.9   35.2   16.7    2.3 
DYDC1              7.6    4.4    2.3    0.5    0.0 
DYDC2              4.1    2.5    1.6    0.4    0.0 
FAM213A           16.5    3.7    0.8    0.0    0.0 
TSPAN14           26.2   12.3    5.2    0.6    0.0 
SH2D4B            10.3    3.4    1.0    0.1    0.0 
NRG3              50.3   23.8   10.9    1.6    0.0 
GHITM             69.9   43.7   24.5    6.8    0.3 
C10orf99          10.7   12.0   12.6   11.1    4.0 
CDHR1             44.1   38.3   28.9   16.2    2.1 
LRIT2             53.5   23.6   10.7    2.1    0.0 
LRIT1            108.9   55.3   24.9    4.9    0.1 
RGR               19.0   14.4   11.3    4.3    0.4 
CCSER2            28.8   12.5    4.8    0.5    0.0 
GRID1             21.1   18.5   16.2    7.7    1.4 
WAPL              17.7    5.0    1.1    0.1    0.0 
OPN4              24.5   16.1    8.1    2.5    0.1 
LDB3              34.3   31.4   28.3   18.3    4.5 
BMPR1A            32.2   14.6    5.3    0.5    0.0 
MMRN2             13.0   14.5   12.9    8.5    2.0 
SNCG              16.5    8.3    3.4    0.6    0.0 
ADIRF             12.2    8.3    5.1    1.8    0.1 
FAM25A            17.9   19.0   22.4   21.4   13.2 
GLUD1             25.0   33.4   33.7   38.1   22.7 
FAM35A            28.3   15.4    9.4    1.8    0.1 
NUTM2A            47.4   43.4   34.3   16.5    2.7 
NUTM2D            10.3    9.0    8.3    5.2    1.2 
MINPP1           108.6  124.4  130.7  115.9   55.8 
PAPSS2             7.4    4.9    3.5    1.1    0.1 
ATAD1            552.5  961.7 1620.5 2893.8 8176.2 
KLLN             145.1  139.4  122.1   74.9   17.7 
PTEN              42.3   54.8   54.7   49.4   24.7 
RNLS               8.7    4.8    2.3    0.5    0.0 
LIPJ              17.7   12.6    8.1    2.6    0.2 
LIPF              67.0   48.2   24.8    7.6    0.3 
LIPK               8.6    7.0    3.9    1.7    0.2 
LIPN              13.9    1.9    0.3    0.0    0.0 
LIPM              10.2   10.9   11.5    7.6    2.9 
ANKRD22           34.2   18.7    9.8    2.0    0.0 
STAMBPL1          51.0   29.0   14.1    2.5    0.1 
ACTA2             19.3   16.0   12.9    6.3    0.9 
FAS               85.7  124.8  146.5  172.9  135.4 
CH25H             25.6   21.7   16.2    7.2    0.7 
LIPA              19.7   33.1   49.7   82.1  135.1 
IFIT2             24.9   26.6   24.5   13.5    3.3 
IFIT3             16.8   11.8    7.8    2.1    0.1 
IFIT1B            10.6   11.8   12.3   11.5    4.4 
IFIT1              4.3    1.8    0.5    0.1    0.0 
IFIT5             22.9   33.0   37.0   37.0   22.7 
SLC16A12          19.7   27.4   31.7   37.4   34.3 
PANK1             12.5   16.2   18.9   19.7   12.0 
KIF20B           106.4   98.2   72.2   36.1    5.4 
HTR7              73.5   46.3   21.4    4.4    0.1 
RPP30              2.9    1.7    0.8    0.2    0.0 
ANKRD1             1.9    0.6    0.2    0.0    0.0 
PCGF5              5.9    0.8    0.1    0.0    0.0 
HECTD2            50.2   18.4    6.7    0.6    0.0 
PPP1R3C           36.6   17.5    7.3    0.9    0.0 
TNKS2             30.7   20.3   11.5    3.5    0.1 
FGFBP3            36.5   25.2   15.9    5.1    0.3 
BTAF1            151.3  209.8  244.1  254.0  190.8 
CPEB3            189.2  209.8  260.4  206.6   78.5 
5-Mar             50.2   50.9   44.1   31.6    9.2 
IDE               89.8   27.8    9.4    0.6    0.0 
KIF11            169.0  218.7  304.4  337.3  341.7 
HHEX             130.4  167.5  182.8  171.0  111.7 
EXOC6             31.9   23.9   21.0   11.7    1.8 
CYP26C1           52.6   82.5  137.2  252.5  658.3 
CYP26A1            8.6    6.9    3.9    1.6    0.1 
MYOF               3.7    1.3    0.5    0.1    0.0 
CEP55              4.8    4.8    5.0    3.7    1.3 
FFAR4             19.6   14.4   12.9    6.1    0.8 
RBP4              12.3   19.3   23.2   27.4   22.6 
PDE6C             19.9   19.8   13.5    7.8    1.4 
FRA10AC1          76.8   89.6   86.2   94.1   46.5 
LGI1              12.6   15.1   15.8   13.3    5.7 
SLC35G1           23.2   21.4   19.0    9.7    2.0 
PLCE1             12.3    9.6    5.8    2.1    0.2 
NOC3L             27.3   28.4   29.7   19.7    6.0 
TBC1D12           49.4   60.7   63.3   60.8   34.4 
HELLS             30.5   26.8   20.6    9.1    1.3 
CYP2C18           21.9   14.8   11.0    4.0    0.3 
RP11-400G3.5       8.5    7.1    5.3    2.3    0.2 
CYP2C19           47.6   16.5    4.8    0.4    0.0 
CYP2C9            61.6   58.5   51.0   30.2    6.1 
CYP2C8            12.9    5.3    2.0    0.2    0.0 
ACSM6             44.6   38.5   32.7   17.9    2.6 
PDLIM1             7.4    7.6    7.9    5.9    1.8 
SORBS1            48.0   55.4   48.6   38.5   14.9 
ALDH18A1         396.9  478.1  447.8  464.1  226.1 
TCTN3             21.1   13.5    7.3    1.8    0.1 
ENTPD1             6.7    4.0    1.8    0.5    0.0 
AL365273.1       357.1  431.8  474.3  447.4  247.8 
RP11-248J23.7     11.2    8.9    5.0    1.7    0.1 
CC2D2B             5.4    4.5    3.2    1.4    0.2 
CCNJ              56.5   38.2   25.3    7.6    0.3 
ZNF518A            4.7    2.5    1.3    0.3    0.0 
BLNK              10.6    4.0    1.2    0.1    0.0 
DNTT              10.5    9.5    8.8    5.3    1.1 
OPALIN             3.5    2.4    1.4    0.3    0.0 
TLL2              42.7   46.3   38.5   27.1    5.7 
TM9SF3           108.0   50.0   20.6    2.8    0.0 
PIK3AP1            2.3    0.1    0.0    0.0    0.0 
LCOR              20.0   15.8   12.5    5.8    0.7 
SLIT1             47.0   46.9   42.7   34.0    9.9 
ARHGAP19-SLIT1   519.4  700.5  736.8  684.7  341.3 
ARHGAP19          27.6   33.1   34.9   33.7   18.3 
FRAT1              2.9    1.5    0.6    0.1    0.0 
FRAT2             13.5    9.8    6.8    2.1    0.2 
RRP12             53.1   60.4   53.7   33.1    9.8 
PGAM1             10.6    6.1    3.0    0.6    0.0 
EXOSC1           119.0  162.1  253.9  313.1  435.7 
ZDHHC16           15.7    5.2    1.5    0.1    0.0 
MMS19             13.4   16.7   21.9   23.6   18.0 
UBTD1             73.0   98.9  144.4  193.9  246.6 
ANKRD2             5.9    6.7    5.2    2.9    0.6 
HOGA1             38.0   15.0    6.3    0.7    0.0 
RP11-548K23.11    12.6   12.6   10.3    8.1    2.2 
C10orf62          58.4   47.2   28.9   11.0    0.9 
MORN4             29.9   21.6   16.3    5.0    0.4 
PI4K2A             4.1    0.6    0.1    0.0    0.0 
AVPI1             85.3   65.9   40.0   11.6    0.8 
MARVELD1          20.8   20.0   17.1   13.7    4.5 
ZFYVE27            6.2    3.9    2.5    0.7    0.0 
SFRP5             13.3   10.7    8.7    3.6    0.4 
GOLGA7B           34.2   30.7   23.2   11.4    1.6 
CRTAC1            14.6    4.5    1.2    0.1    0.0 
R3HCC1L          118.5   88.0   58.7   22.7    1.7 
LOXL4             36.4   26.1   16.7    4.9    0.3 
PYROXD2           21.6   21.1   21.0   13.0    3.2 
HPS1              11.6    5.3    2.0    0.3    0.0 
